No,id,created_at,content,cleaned_content,Inset_Label,Inset_Score,IndoBERT_Label,IndoBERT_Confidence,Status_Kesesuaian,Manual_Label
97,12714432,2023-10-26 09:51:21,$BBCA duh makin longsor aja kapan lagi naiknya yaa 9300 gituu:”),duh turun aja naiknya yaa gituu,Negatif (-1),-6.0,Negatif (-1),0.4329,SAMA ✅,
98,27412680,2026-01-28 09:16:58,"Yang haka harga IEP di pagi hari kemungkinan tersenyum nantinya

$BMRI $BBCA

Greed when other Fear

Sering2 yah seperti itu, enak sekali, tanpa nawar2 di kasih harga enak 😁🙏
$IHSG",beli harga iep pagi tersenyum greed when other fear yah enak tanpa nawar kasih harga enak,Positif (+1),15.0,Negatif (-1),0.4255,BEDA ⚠️,
99,13836150,2024-02-01 22:00:20,"Dengan Dividen Payout Ratio $BBRI 85%, maka proyeksi dividen penuh BBRI 2024 mencapai Rp 338.
cc: $BMRI $BBCA $BBNI 

https://youtu.be/AXnVI3h15Mc",dividen untung payout ratio proyeksi dividen untung penuh bbri mencapai rp cc,Positif (+1),17.0,Negatif (-1),0.4779,BEDA ⚠️,
100,9537392,2022-09-07 07:10:52,"Indeks Harga Saham Gabungan (IHSG) ditutup menguat 0,02% ke level 7.233,15 pada perdagangan Selasa (6/9). Berdasarkan RTI, investor asing mencatatkan beli bersih Rp 549,79 miliar di seluruh pasar. Dalam sepekan net buy asing sudah sebesar Rp 2,78 triliun.  Saham-saham yang banyak diburu investor asi...",indeks harga saham gabungan ihsg ditutup menguat level perdagangan selasa berdasarkan rti investor asing mencatatkan beli bersih rp miliar pasar sepekan net buy asing rp triliun saham saham diburu investor asi,Netral (0),0.0,Negatif (-1),0.5486,BEDA ⚠️,
101,20225815,2025-08-20 13:46:16,$BBCA jir lah ud naik turun dlu napa blm dpt barang,jir ud turun dlu napa belum dpt barang,Negatif (-1),-8.0,Negatif (-1),0.4018,SAMA ✅,
102,21974437,2025-10-09 14:40:25,"semangat holder $BBCA, semoga bandarnya cdia ada yang lirik2 $BBCA",semangat holder semoga bandarnya cdia lirik,Positif (+1),4.0,Negatif (-1),0.4863,BEDA ⚠️,
103,32429209,2026-06-05 09:43:52,"$BBCA & Himbara udah gaada nilainya percuma laba naik terus tapi pemerintahannya gajelas, semoga lekas membaik para holder..",himbara gaada nilainya laba pemerintahannya gajelas semoga lekas membaik holder,Netral (0),0.0,Negatif (-1),0.4791,BEDA ⚠️,
104,6765648,2021-07-22 08:25:31,"Jakarta, CNBC Indonesia - Indeks Harga Saham Gabungan (IHSG) berhasil menghijau pada Rabu (21/7/2021), setelah memerah pada awal pekan. Harga mayoritas obligasi pemerintah atau Surat Berharga Negara (SBN) yang juga ditutup naik.Ini terjadi di tengah penguatan pasar saham global dan kenaikan imbal ha...",jakarta cnbc indonesia indeks harga saham gabungan ihsg berhasil menghijau rabu memerah pekan harga mayoritas obligasi pemerintah surat berharga negara sbn ditutup penguatan pasar saham global kenaikan imbal ha,Positif (+1),7.0,Negatif (-1),0.5077,BEDA ⚠️,
105,23287617,2025-11-10 10:33:24,"$BBCA padahal diartike, asing udah mulai masuk buat bca tapi ga naik naik juga yah malah begini begini aja 😭",diartike asing masuk bca tidak yah aja rugi turun,Negatif (-1),-6.5,Negatif (-1),0.4213,SAMA ✅,
106,18018873,2025-03-24 12:52:18,"$BBCA $BBRI $BBNI  
Buy in depth, besoknya tambah  ambles, minggu depan lebih ambles. Influencer saham: ayo buruan Average down harga lagi super diskon nih, eeh ternyata Bulan depan nya minus semakin dalem..., udahan dulu aah cut lost nyari untung dikit berhari hari susahnya setengah mati, tapi kalau turun hitungan menit banyak banget. Abis modal kalau begini, IHSG RUNGKAD...",buy in depth besoknya turun minggu turun influencer saham ayo buruan average down harga super diskon nih eeh nya minus dalem udahan aah rugi lost nyari untung dikit berhari susahnya mati turun hitungan menit banget abis modal ihsg rungkad,Negatif (-1),-13.0,Negatif (-1),0.489,SAMA ✅,
107,19355164,2025-07-16 14:38:54,update BI rate turun lagi 25 basis point $BBRI $BBCA $BMRI,update bi rate turun basis point,Negatif (-1),-3.0,Negatif (-1),0.5152,SAMA ✅,
108,26975890,2026-01-21 19:09:29,"$IHSG ditutup turun 1,36% mengakhiri rally 5 hari berturut-turut.
Total transaksi 34,23T.
NFS All Market 1,9T.

Hampir seluruh sektor mengalami penurunan kecuali Non-Cyclical dan Basic-Ind. Penurunan terparah dari sektor Industrial -6,34%.

Top Leaders: $DSSA, RMKE, ANTM
Top Laggards: $BBCA, ASII, UNTR",ditutup turun rally total transaksi nfs all market sektor mengalami penurunan kecuali non cyclical basic ind penurunan terparah sektor industrial top leaders rmke antm top laggards asii untr,Netral (0),0.0,Negatif (-1),0.4995,BEDA ⚠️,
109,18282567,2025-04-23 14:42:18,"➖ Bank Indonesia mempertahankan suku bunga acuan BI Rate di 5,75% sesuai ekspektasi.

Walaupun pertumbuhan kredit sudah jatuh di bawah 10% pada Maret 2025. Ekonomi melambat.

Mungkin BI masih merasa lebih penting fokus ke stabilisasi nilai tukar Rupiah.

https://www.youtube.com/live/yx0YMkXtJVU?si=PmzApvqbgC8MuSvO

$BBCA $BMRI $PANI",bank indonesia mempertahankan suku bunga acuan bi rate sesuai ekspektasi pertumbuhan kredit jatuh maret ekonomi melambat bi fokus stabilisasi nilai tukar rupiah,Positif (+1),11.5,Negatif (-1),0.4615,BEDA ⚠️,
110,21375536,2025-09-25 12:18:27,"$BBCA saham2 besar hanya mengandalkan berita untuk bisa naik,karena mayoritas kepemilikan sekarang di ritel,untuk sekelas hmsp yg sigarbat saja bisa diangkat dgn news,knapa bbca tidak melakukan itu,karena ownernya jujur apa adanya,toh yg pegang perusahaan kan mereka kalo butuh duit ya tinggal pindahin saja labanya ke perusahaan lain. Tetap semangat holder bbca kalian akan pensiun bersama bbca,asal sabar ya.",saham mengandalkan berita mayoritas kepemilikan ritel sekelas hmsp yg sigarbat diangkat news knapa bbca tidak ownernya jujur yg pegang perusahaan kalo butuh duit ya tinggal pindahin labanya perusahaan semangat holder bbca pensiun bbca sabar ya,Netral (0),0.0,Negatif (-1),0.483,BEDA ⚠️,
111,7020649,2021-08-24 19:10:13,"ZBR* Perusahaan Yang bisnisnya Jualan Salam.. Naikin sahamnya abistu Right Issue.. Uangnya sedot Pakai perushaan diluar negeri yg bebas pajak :joy::joy:, Good Idea, Bad Moral

$BBRI $BBCA $BRIS",zbr perusahaan bisnisnya jualan salam naikin sahamnya abistu right issue uangnya sedot pakai perushaan diluar negeri yg bebas pajak joy joy good idea bad moral,Negatif (-1),-1.0,Negatif (-1),0.5276,SAMA ✅,
112,30958004,2026-04-28 10:29:43,"Biasanya kalau asing mau jualan, minimal bisa angkat dikit itu ke atas $BMRI $BBRI atau $BBCA biar rebound untuk jualan. Kok ini malah diguyur tanpa henti kayak air terjun 😆",asing jualan minimal angkat dikit biar untung jualan jual turun tanpa henti kayak air turun rugi,Netral (0),0.0,Negatif (-1),0.4309,BEDA ⚠️,
113,25842152,2026-01-06 10:56:47,"$PPRE akan naik setelah Daerah Bencana Sumatera telah pulih , karena PPRE yang bantu pembangunannya jadi kalau kalian mau cepet naik mending cabut ae paling di tampung bawah sama holder holder jangka panjang
$BBCA $IHSG",daerah bencana sumatera pulih ppre bantu pembangunannya cepet mending cabut ae tampung holder holder jangka,Netral (0),0.0,Negatif (-1),0.482,BEDA ⚠️,
114,22052627,2025-10-10 17:17:53,"$BBCA di harga sekarang udah murah belum ya, takutnya masih mahal??",harga murah belum ya takutnya mahal,Netral (0),0.0,Negatif (-1),0.4279,BEDA ⚠️,
115,14447625,2024-04-16 13:23:17,"@Ahmaddhani55 banking ampun2an kak, $BBCA aja bgitu open turun 6%. Untung dapet cuan MHKI, emiten yg plg cinta bumi",banking ampun an kak aja bgitu open turun untung dapet untung mhki emiten yg plg cinta bumi,Positif (+1),9.0,Negatif (-1),0.4296,BEDA ⚠️,
116,31093169,2026-04-30 11:26:02,"#Adaptasi

Daripada kita sibuk menyalahkan keadaan, kenapa kita tidak belajar untuk memanfaatkan. 
Fundamental
- Saham turun makin di tambah (Tapi perlu liat makro ekonomi atau kondisi real perusahaan ya)

Teknikal/Money Flow:
- Cintailah cutloss (Jika tidak sesuai plan harus disiplin cut biar gak lebih dalam)

LKH bisa jadi seperti sekarang karena berkesempatan mengalami krisis 1998

 $BBRI $BBCA $BUMI",adaptasi sibuk menyalahkan tidak belajar memanfaatkan fundamental saham turun liat makro ekonomi kondisi real perusahaan ya teknikal money flow cintailah rugi tidak sesuai plan disiplin rugi biar tidak lkh berkesempatan mengalami krisis,Negatif (-1),-4.0,Negatif (-1),0.5182,SAMA ✅,
117,32228360,2026-05-29 16:21:29,"$BBRI $BBCA Untuk holder sejati , tolong cari lagi kmn sales2 saham ini , takutnya lupa bernafas 😊 🫣 🫣 🫣",holder sejati tolong cari kmn sales saham takutnya lupa bernafas,Positif (+1),4.0,Negatif (-1),0.4197,BEDA ⚠️,
118,21928734,2025-10-08 19:13:22,@itokireng yok holder $BBCA $BBRI $BMRI CL aja trus ikut RLA dijamin tidak stress lagi liat porto 😂,yok holder rugi aja trus rla dijamin tidak stress liat porto,Netral (0),0.0,Negatif (-1),0.4078,BEDA ⚠️,
119,33388985,2026-07-06 17:01:20,"Bantu Haka dong ndar, Gua nyangkut uang dikit sih di $ASPR $IHSG $BBCA",bantu beli ndar gua rugi uang dikit sih,Negatif (-1),-6.0,Negatif (-1),0.4506,SAMA ✅,
120,30813066,2026-04-24 09:40:09,"$BBCA
10M pas 11.000/lembar = 9.090 lot
10M pas 6.250/lembar = 16.000 lot
Sayang juga ya selisih 6.910 lot

Tapi itulah, rejeki hanya ke orang yang ga ngejar rejeki...
Pada akhirnya yang berkesempatan dapat rejeki ini yah orang yg ga peduli dari awal..",pas lembar lot pas lembar lot sayang ya selisih lot rejeki orang tidak ngejar rejeki berkesempatan rejeki yah orang yg tidak peduli,Positif (+1),9.0,Negatif (-1),0.4657,BEDA ⚠️,
121,23914090,2025-11-25 15:21:17,$BBCA gak mau balik ke harga opening kah? saya mo keluar ni wkwkwkw,tidak harga opening kah mo ni wkwkwkw,Netral (0),0.0,Negatif (-1),0.4283,BEDA ⚠️,
122,13635085,2024-01-18 09:12:54,@syauqiaidil19 belikan $BBCA ketutup tu meskipun ampe delisting juga ketutup,belikan ketutup tu ampe delisting ketutup,Negatif (-1),-6.0,Negatif (-1),0.4145,SAMA ✅,
123,28108200,2026-02-06 16:47:38,udah minum kopi item kentel biar liat porto ga kerasa pait lagi udah CL $BUMI $BBCA harapan ku cuman $BULL,minum kopi item kentel biar liat porto tidak kerasa pait rugi harapan ku cuman,Negatif (-1),-4.0,Negatif (-1),0.4543,SAMA ✅,
124,7984893,2022-02-09 15:07:52,"Jakarta, CNBC Indonesia - Indeks Harga Saham Gabungan (IHSG) dibuka langsung menguat 0,38% di level 6.815,32 pada perdagangan Rabu pagi (9/2/2022). Indeks lanjut menguat 0,46% di level 6.820,72 selang 10 menit. Asing net buy di pasar reguler sebesar Rp 44 miliar. Kali ini saham yang menjadi incaran ...",jakarta cnbc indonesia indeks harga saham gabungan ihsg dibuka langsung menguat level perdagangan rabu pagi indeks menguat level selang menit asing net buy pasar reguler rp miliar kali saham incaran,Positif (+1),6.0,Negatif (-1),0.5078,BEDA ⚠️,
125,5830801,2021-02-27 10:42:52,"@Wisdom28 hahaha transformasi digital mindset tidak semudah itu bahkan mendekati mustahil. Sudah benar pendekatan yang dilakukan $BBCA dan $ARTO

Postingan anda menunjukkan bahwa usia anda berada dibawah 30 Tahun dan kemungkinan besar belum pernah bekerja di perusahaan skala Enterprise yang punya Profit >1 Triliun.

Which is Ok. Why? 
Karena pertanyaan anda menunjukkan adanya rasa curiosity yang bagus. 

Tapi kalau mau serius di dunia investasi curiosity saja tidak cukup, harus sudah mau belajar psikologi manusia, consumers behavior, dan spending habits.

Segera Manfaatkan usia muda anda untuk investasi leher keatas. Uang pasti datang kemudian.",hahaha transformasi digital mindset tidak semudah mendekati mustahil pendekatan postingan usia dibawah belum perusahaan skala enterprise untung triliun which is ok why curiosity bagus serius dunia investasi curiosity tidak belajar psikologi manusia consumers behavior spending habits manfaatkan usia muda investasi leher keatas uang,Positif (+1),6.0,Negatif (-1),0.4744,BEDA ⚠️,
126,7541590,2021-11-18 15:10:45,"Jakarta -Indeks Harga Saham Gabungan atau IHSG menutup sesi pertama perdagangan di level 6.630, Kamis, 18 November 2021. Posisi ini melemah 0,68 persen dari angka penutupan Rabu yaitu 6.675,8.Salah satu yang jadi sorotan Samuel Sekuritas adalah saham emiten migas BUMN Perusahaan Gas Negara (PGAS) y...",jakarta indeks harga saham gabungan ihsg menutup sesi perdagangan level kamis november posisi melemah persen angka penutupan rabu salah sorotan samuel sekuritas saham emiten migas bumn perusahaan gas negara pgas,Negatif (-1),-5.5,Negatif (-1),0.4949,SAMA ✅,
127,7671663,2021-12-10 12:55:46,"Jakarta, CNBC Indonesia - Indeks Harga Saham Gabungan (IHSG) melemah pada penutupan perdagangan sesi pertama Jumat (10/12/2021), di tengah kekhawatiran memburuknya pandemi di beberapa negara maju.Menurut data PT Bursa Efek Indonesia, IHSG berakhir di level 6.612,159 atau turun 31,8 poin (-0,48%) pad...",jakarta cnbc indonesia indeks harga saham gabungan ihsg melemah penutupan perdagangan sesi jumat kekhawatiran memburuknya pandemi negara maju data pt bursa efek indonesia ihsg level turun poin pad,Negatif (-1),-11.0,Negatif (-1),0.5061,SAMA ✅,
128,33919020,2026-07-20 13:57:02,"Mau anda aliran fundamental atau teknikal, main saham konglo atau blue chips, buy & hold atau trading. 

Aturan paling penting di market adalah -> JANGAN PERCAYA SAMA ORANG LAIN

Mau itu dari sekuritas, berita, influencer, stockbit dan lain2. 

Semua orang di market itu CARI DUIT UNTUK DIRI SENDIRI, di MARKET (profit trading & investasi) atau di LUAR MARKET (jual kelas, komunitas dll).

Tidak ada yang tujuan utamanya buat follower nya kaya

Jangan percaya saya, jangan percaya yang lain. Percaya dengan diri anda sendiri. Bila anda sendiri tidak percaya, lebih baik depositokan uang anda di bank, lebih untung daripada main saham.

$BUVA $BBCA $BRPT",aliran fundamental teknikal main saham konglo blue chips buy tahan trading aturan market jangan percaya orang sekuritas berita influencer stockbit orang market cari duit market untung trading investasi market jual kelas komunitas dll tidak tujuan utamanya follower nya kaya jangan percaya jangan percaya percaya tidak percaya depositokan uang bank untung main saham,Negatif (-1),-4.0,Negatif (-1),0.5456,SAMA ✅,
129,32696817,2026-06-12 08:15:45,"skenario bandar global terhadap IHSG

optimis #IHSG9999

$BBCA $PSAB $TLKM",skenario bandar global ihsg optimis ihsg,Netral (0),0.0,Negatif (-1),0.5156,BEDA ⚠️,
130,18046201,2025-03-26 09:16:43,"$BBRI asing pada nyerok di 3700 an. keknya ada lokenghong jg yang akumulasi di 3700 san 😅😅😅

$BBCA $BMRI",asing nyerok an lokenghong jg akumulasi san,Netral (0),0.0,Negatif (-1),0.4288,BEDA ⚠️,
131,27319978,2026-01-27 09:11:45,"$BBCA yang menjadi bingung harga turun terus dan tumben LK 2025 juga belum muncul , apa ada insider",bingung harga turun tumben lk belum muncul insider,Negatif (-1),-6.0,Negatif (-1),0.4575,SAMA ✅,
132,30357305,2026-04-15 15:15:08,"JAKARTA – Indeks Harga Saham Gabungan (IHSG) menguat 0,44% atau 33,62 poin ke 7.709,57 pada perdagangan sesi pertama Rabu (15/4) hari ini, membalikkan penurunan di pembukaan perdagangan.
Total transaksi saham di Bursa Efek Indonesia (BEI) mencapai Rp13,63 triliun pada sesi pertama, serta melibatka...",jakarta indeks harga saham gabungan ihsg menguat poin perdagangan sesi rabu membalikkan penurunan pembukaan perdagangan total transaksi saham bursa efek indonesia bei mencapai rp triliun sesi melibatka,Netral (0),0.0,Negatif (-1),0.4569,BEDA ⚠️,
133,18288492,2025-04-24 04:55:46,"Penguatan Indeks Harga Saham Gabungan (IHSG) tak terhenti di hari perdagangan keempat berturut-turut. Rabu (23/4), IHSG menguat 1,47% atau 96,11 poin ke 6.634,38 pada perdagangan di Bursa Efek Indonesia (BEI).

IHSG mengakumulasi kenaikan 2,99% dalam lima hari perdagangan terakhir. Sedangkan sejak a...",penguatan indeks harga saham gabungan ihsg terhenti perdagangan keempat rabu ihsg menguat poin perdagangan bursa efek indonesia bei ihsg mengakumulasi kenaikan perdagangan,Positif (+1),2.0,Negatif (-1),0.5148,BEDA ⚠️,
134,17328126,2025-02-02 08:12:03,"For 202502 :

TLKM	 2,712 
DNET	 9,037 
MDKA	 1,842 
KIJA	 193 
AMRT	 2,909 
APIC	 1,093 
BANK	 831 
BBCA	 9,993 
BBNI	 4,636 
BMRI	 5,979 
BNBR	 43 
CASA	 523 
GOTO	 72 
SGER	 369 
SSMS	 1,056 
TKIM	 6,268 
VKTR	 110 

 $BBCA $BBNI $BMRI",for tlkm dnet mdka kija amrt apic bank bbca bbni bmri bnbr casa goto sger ssms tkim vktr,Netral (0),0.0,Negatif (-1),0.4862,BEDA ⚠️,
135,6922878,2021-08-10 19:26:21,"apakah $BBCA sering di tarik di jam2 terakhir market supaya harga unit (NAB / UNIT) Reksadana yang megang BCA, $LQ45 $IDX30 naik ? and then customer mereka yang beli unit reksadana2 ini kena harga yang sedikit lebih mahal ?",tarik jam market harga unit nab unit reksadana megang bca and then customer beli unit reksadana kena harga mahal,Negatif (-1),-10.0,Negatif (-1),0.4988,SAMA ✅,
136,8363651,2022-04-07 13:38:40,"$BNGA berarti 60% laba bersih Bnga 163,,devidennya Rp 97,8/lbr atau 8,73% dari harga saham,,besar juga devidennya.
$BBCA,$BTPS,,$DOID",laba bersih bnga devidennya rp lbr harga saham devidennya,Positif (+1),4.0,Negatif (-1),0.5068,BEDA ⚠️,
137,32701231,2026-06-12 09:21:05,"$IHSG target terdekat ke MA20 aja dlu di 6,160, klau gak kuat koreksi wajar asal gak jebol MA10 di 5800 . klau jebol ya siap siap aja balik lagi ke suportnya lagi di 5400.

Dyoorrr......

$BBCA $BMRI",target terdekat ma aja dlu klau tidak kuat koreksi wajar tidak jebol ma klau jebol ya aja suportnya dyoor,Positif (+1),8.0,Negatif (-1),0.4682,BEDA ⚠️,
138,17641049,2025-02-25 12:33:57,"Kamu tidak sendirian😭 semua sektor sedang terkoreksi 🤸🤸‍♀️🤸‍♂️ bkn salah memilih emiten atau lainnya, jd semangat kawan ada waktu baik bt kita semua 💪👍

$TPIA $UNTR $BBCA",tidak rugi turun sektor terkoreksi bkn salah memilih emiten jd semangat kawan bt,Positif (+1),7.0,Negatif (-1),0.4357,BEDA ⚠️,
139,7114916,2021-09-06 13:44:38,"$BBCA tetaaapp yeahh cuma bbca yg sanggup jadi tulang punggung $IHSG
The power full of bbca super power seperti perusahaannya, BCA :first_place:the bert services and strongest nation banking :heart_eyes::heart_eyes::heart_eyes:",tetapp yeahh bbca yg sanggup tulang punggung the power full of bbca super power perusahaannya bca first place the bert services and strongest nation banking heart eyes heart eyes heart eyes,Positif (+1),7.0,Negatif (-1),0.4809,BEDA ⚠️,
140,19460844,2025-07-21 16:39:35,"IHSG hijau without big banks $BBRI $BMRI $BBCA , welcome to the new era of IHSG, fundamental is dead, konglo and hype momentum stocks are the future",ihsg without big banks welcome to the new era of ihsg fundamental is dead konglo and hype momentum stocks are the future,Positif (+1),3.0,Negatif (-1),0.5356,BEDA ⚠️,
141,10651601,2023-01-27 11:13:57,"$BBCA
buat temen2 yg bertahan, semoga lbh cuan.. 
buat temen2 yg ud tp, bersyukur jgn serakah... 
buat temen2 yg nunggu dijemput, smoga segera.. 
buat temen2 yg masih jauh, semangat average lagi.. 
buat temen2 yg bnr2 baru masuk dunia saham, boleh dilirik emiten ini, ga prnh gagal bkin investornya tersenyum.. 
God bless us , all of us",temen yg bertahan semoga lbh untung temen yg ud untung bersyukur jgn serakah temen yg nunggu dijemput smoga temen yg semangat average temen yg bnr masuk dunia saham dilirik emiten tidak prnh jelek rugi bkin investornya tersenyum god bless us all of us,Positif (+1),27.5,Negatif (-1),0.5,BEDA ⚠️,
142,6237238,2021-04-22 11:19:34,"$IHSG $BBCA $ANTM

sideways dg volume kecil ya bgini, gw taroh 2milyar aja profit puluhan juta aja lama bet ,  pindahin perlahan duitnya ke crypto buang waktu di ihsg  ",tahan dg volume ya bgini gw taroh milyar aja untung puluhan juta aja bet pindahin perlahan duitnya crypto buang ihsg,Positif (+1),10.0,Negatif (-1),0.5291,BEDA ⚠️,
143,18027850,2025-03-25 05:43:41,"om LKH digembar-gemborkan waktu masuk $BUMI di 500 , mungkin saat itu byk peng idola nya ikutan tanpa harus byk mikir, alhasil turun sampai 50 , dan si om diam2 AVG down.... 

Apakah kisah ini akan terulang di $BBRI ? 

$BBCA",om lkh digembar gemborkan masuk byk peng idola nya ikutan tanpa byk mikir alhasil turun si om diam avg down kisah terulang,Negatif (-1),-4.5,Negatif (-1),0.4526,SAMA ✅,
144,34001336,2026-07-21 23:10:51,"Selamat malam teman-teman semua 🌙

Seperti biasa, update dan insight terbaru mengenai saham-saham yang sedang menarik perhatian market saat ini sudah saya share di Stockbit @owennath, silakan dicek dan dibaca ya teman-teman.

Semoga bisa menjadi tambahan referensi dan bermanfaat untuk teman-teman semua. Selamat beristirahat teman-teman! 🙏

$BBRI $BMRI $BBCA",selamat malam teman teman update insight terbaru saham saham menarik perhatian market share stockbit silakan dicek dibaca ya teman teman semoga tambahan referensi bermanfaat teman teman selamat beristirahat teman teman,Positif (+1),39.0,Negatif (-1),0.4347,BEDA ⚠️,
145,33304507,2026-07-02 17:00:16,"Indeks Harga Saham Gabungan atau IHSG ditutup naik 0,87% atau 49,44 poin ke Rp 5.744 pada penutupan perdagangan Kamis (2/7). Saham Grup Bakrie PT Bakrie & Brothers Tbk (BNBR) dan PT VKTR Teknologi Mobilitas Tbk (VKTR) menempati top gainer hari ini.
Harga saham BNBR melonjak 16,67% ke Rp 105 sementar...",indeks harga saham gabungan ihsg ditutup poin rp penutupan perdagangan kamis saham grup bakrie pt bakrie brothers tbk bnbr pt vktr teknologi mobilitas tbk vktr menempati top gainer harga saham bnbr melonjak rp sementar,Netral (0),0.0,Negatif (-1),0.5312,BEDA ⚠️,
146,30896175,2026-04-27 09:45:32,$BBCA PBV nya mau nyamain bank himbara kah?,pbv nya nyamain bank himbara kah,Netral (0),0.0,Negatif (-1),0.4243,BEDA ⚠️,
147,6946448,2021-08-13 13:10:32,"Jakarta, CNBC Indonesia - Indeks Harga Saham Gabungan (IHSG) terjerembab ke teritori negatif pada perdagangan sesi pertama Jumat (14/8/2021), diterpa aksi ambil untung pemodal lokal.Menurut data PT Bursa Efek Indonesia, IHSG berakhir di level 6.133,833 atau melemah 5,8 poin (-0,09%) pada penutupan s...",jakarta cnbc indonesia indeks harga saham gabungan ihsg terjerembab teritori negatif perdagangan sesi jumat diterpa aksi ambil untung pemodal lokal data pt bursa efek indonesia ihsg level melemah poin penutupan,Netral (0),0.0,Negatif (-1),0.4996,BEDA ⚠️,
148,22875508,2025-10-30 08:44:08,"selamat pagi temen"", semoga sehat"" selalu ya kabarnya

IHSG kita overall kalau dilihat masih punya potensi yang cukup besar untuk hari ini bakalan bisa lanjut naik melihat Inflow dari Pihak Foreign kemarin juga cukup jumbo, yaitu  sekitar 1,23 T dimana secara price actionnya pun IHSG kemarin naiknya sangat"" solid sekali. Adapun IHSG ini Jika benar kedepannya bisa naik n Break 8169nya, IHSG ini punya potensi akan bisa naik menuju Targetnya yang ada dikisaran angka 8250-8300+, Adapun area Support Kuat n Penting untuk IHSG kita saat ini ada dikisaran angka 7951-8022.

at the end semoga marketnya Kembali bersahabat dengan kita semua hari ini, happy trading all!

$BBRI $BMRI $BBCA",selamat pagi temen semoga sehat ya kabarnya ihsg overall potensi inflow foreign kemarin jumbo dimana price actionnya ihsg kemarin naiknya solid ihsg kedepannya break nya ihsg potensi targetnya dikisaran angka area support kuat ihsg dikisaran angka at the end semoga marketnya bersahabat happy trading all,Positif (+1),33.0,Negatif (-1),0.4825,BEDA ⚠️,
149,18106053,2025-04-08 09:07:03,"cuma 9 saham yg hijau, ITUPUN saham gorengan yg naiknya gk sberapa🥲🥲🥲
$BBRI $BMRI $BBCA",saham yg itupun saham gorengan yg naiknya gk sberapa,Netral (0),0.0,Negatif (-1),0.4732,BEDA ⚠️,
150,21903919,2025-10-08 13:30:26,"JAKARTA – Perusahaan data centre dan jaringan fibre optic PT Indointernet Tbk (EDGE) menandatangani fasilitas pinjaman jumbo senilai Rp5,5 triliun dari PT Bank Central Asia Tbk (BBCA).
Sebagai catatan, jumlah fasilitas ini setara dengan tiga kali total ekuitas Perseroan per Juni 2025, yang hanya m...",jakarta perusahaan data centre jaringan fibre optic pt indointernet tbk edge menandatangani fasilitas pinjaman jumbo senilai rp triliun pt bank central asia tbk bbca catatan fasilitas setara kali total ekuitas perseroan juni,Positif (+1),6.0,Negatif (-1),0.4714,BEDA ⚠️,
151,30867010,2026-04-24 19:31:34,"conviction untuk memilih dapur MBG sebagai diversifikasi investasi di situasi yg wadidaw gini menurut gua bakal lebih gacorrr dibanding nyicil saham bank big caps yang udah jadi langganan foreign net sell tiap harinya.

$BMRI $BBRI $BBCA",conviction memilih dapur mbg diversifikasi investasi situasi yg wadidaw gini gua gacor dibanding nyicil saham bank big caps langganan foreign net sell harinya,Negatif (-1),-1.0,Negatif (-1),0.4833,SAMA ✅,
152,13842901,2024-02-02 12:50:50,@fitrah23 beli saja sebanyak banyak nya gak usah kira2 sebelum terlambat. Kalau perlu jual semua aset belikan saham big bank big caps. $BBRI $BMRI $BBCA wkwkwk,beli nya tidak terlambat jual aset belikan saham big bank big caps wkwkwk,Positif (+1),3.0,Negatif (-1),0.4618,BEDA ⚠️,
153,7423633,2021-10-28 12:10:33,"JAKARTA, Mengawali sesi I Kamis pagi (28/10/2021) dengan pelemahan, IHSG setelah sejam perdagangan sesi I  melanjutkan pelemahannya merah di level 6.564,97.  Seperti dilaporkan BeritasatuTV langsung dari lantai bursa sekitar pukul 10.20 WIB, indeks terpangkas 37,24 poin atau -0,56% ke level 6.564,...",jakarta mengawali sesi kamis pagi pelemahan ihsg sejam perdagangan sesi melanjutkan pelemahannya turun level dilaporkan beritasatutv langsung lantai bursa wib indeks terpangkas poin level,Netral (0),0.0,Negatif (-1),0.4704,BEDA ⚠️,
154,8734390,2022-05-30 13:36:48,"Jakarta -Setelah menguat hingga angka 7.000an dan menutup sesi di level 7.026,2 pada Jumat, 27 Mei 2022 lalu, IHSG justru menurun kembali dan meninggalkan level 7.000an di sesi pertama perdagangan Senin, 30 Mei 2022. Indeks menutup sesi di level 6.990,1, atau -0,51 persen lebih rendah dari angka pen...",jakarta menguat angka an menutup sesi level jumat mei ihsg menurun meninggalkan level an sesi perdagangan senin mei indeks menutup sesi level persen rendah angka pen,Negatif (-1),-14.0,Negatif (-1),0.4903,SAMA ✅,
155,23279204,2025-11-10 09:29:27,"apakah XL, XC, YP, KK akan dikanan lagi di bigbanks?

$BBCA $BBNI $BBRI",xl xc yp kk dikanan bigbanks,Netral (0),0.0,Negatif (-1),0.474,BEDA ⚠️,
156,27713114,2026-01-31 19:31:25,"$BBCA asing jgan di ajak main saham ,nanti ngadu ke msci
kalah mulu... asing udah kurang duit",asing jgan ajak main saham ngadu msci kalah mulu asing kurang duit,Negatif (-1),-2.0,Negatif (-1),0.4644,SAMA ✅,
